Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category
11/18/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-26.78,Posted,misc_expenses,clothing
11/18/24,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-45.71,Posted,fixed_expenses,transportation
11/18/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-57.61,Posted,fixed_expenses,groceries
11/18/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-71.58,Posted,fixed_expenses,groceries
11/18/24,Verizon,VERIZON*RECURRING PAY    800-VERIZON  FL,Utilities,-100.59,Posted,fixed_expenses,internet_cellular
11/16/24,Med Capital Digestive,MED*CAPITAL DIGESTIVE    240-485-5203 MD,Doctor,-109.37,Posted,fixed_expenses,healthcare
11/15/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-10.36,Posted,misc_expenses,restaraunts
11/15/24,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-24.87,Posted,fixed_expenses,transportation
11/15/24,M Sentara Billing,42013M SENTARA BILLING   757-2334500  VA,Doctor,-38,Posted,fixed_expenses,healthcare
11/15/24,Walmart,WAL-MART#5922            VIRGINIA BEACVA,Shopping,-239.94,Posted,misc_expenses,groceries
11/15/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-494.33,Posted,fixed_expenses,education
11/14/24,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Category Pending,-2.6,Posted,misc_expenses,restaraunts
11/14/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-10.74,Posted,misc_expenses,subscriptions
11/14/24,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,misc_expenses,restaraunts
11/12/24,Kindle,Kindle Svcs*4788R5BO3    888-802-3080 WA,Books,-14.99,Posted,misc_expenses,entertainment
11/11/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,30.65,Posted,misc_expenses,subscriptions
11/11/24,The Pretzel Twister,SQ *THE PRETZEL TWISTER @VA Beach     VA,Fast Food,-7.27,Posted,misc_expenses,restaraunts
11/11/24,Dick's Sporting Goods,Dicks Sporting Goods     Virginia BeacVA,Sporting Goods,-21.2,Posted,misc_expenses,miscellaneous
11/11/24,Barnes & Noble,BARNES & NOBLE #2195     VIRGINIA BEACVA,Books,-30.73,Posted,misc_expenses,entertainment
11/11/24,H&M,H&M 0081VIRGINIA BEACH   VIRGINIA BEACVA,Clothing,-74.28,Posted,misc_expenses,clothing
11/11/24,American Eagle,American Eagle 776       Virginia BeacVA,Clothing,-85.79,Posted,misc_expenses,clothing
11/10/24,Taylor S Hardware Virginia Beacva,TAYLOR S HARDWARE 6711   VIRGINIA BEACVA,Home Improvement,-20,Posted,misc_expenses,housing_utilities
11/10/24,Taylor S Hardware Virginia Beacva,TAYLOR S HARDWARE 6711   VIRGINIA BEACVA,Home Improvement,-23.35,Posted,misc_expenses,housing_utilities
11/10/24,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts
11/9/24,Panera Bread,PANERA BREAD #601236 K   VIRGINIA BEACVA,Fast Food,-4.25,Posted,misc_expenses,restaraunts
11/9/24,Crumbl Cookies,CRUMBL PEMBROKE          180-14101313 UT,Fast Food,-11.13,Posted,misc_expenses,restaraunts
11/9/24,Kacies Honey Pot,KACIES HONEY POT         190-43006269 VA,Shopping,-29.64,Posted,misc_expenses,miscellaneous
11/9/24,Conte's Bike Shop Va Beacvirginia Beacva,CONTE`S BIKE SHOP VA BEACVIRGINIA BEACVA,Sporting Goods,-244.54,Posted,misc_expenses,miscellaneous
11/8/24,American Brew Virginia Beac,TST*AMERICAN BREW        Virginia BeacVA,Restaurants,-8.23,Posted,misc_expenses,restaraunts
11/8/24,Green Clean Auto Wash Virginia Beacva,GREEN CLEAN AUTO WASH-   VIRGINIA BEACVA,Service & Parts,-12,Posted,misc_expenses,transportation
11/8/24,Shorebreak Pizza Virginia Beac,Shorebreak Pizza         Virginia BeacVA,Food & Dining,-53.1,Posted,misc_expenses,restaraunts
11/8/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-276.35,Posted,fixed_expenses,groceries
11/6/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-7.49,Posted,misc_expenses,restaraunts
11/6/24,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-14.05,Posted,misc_expenses,restaraunts
11/6/24,ExxonMobil,EXXON 7-ELEVEN 1048169   VIRGINIA BEACVA,Gas,-40.31,Posted,fixed_expenses,transportation
11/6/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-373.04,Posted,fixed_expenses,groceries
11/5/24,Bobos Fine Chicken Res,BOBOS FINE CHICKEN RES   757-6351279  VA,Food & Dining,-16.65,Posted,misc_expenses,restaraunts
11/5/24,Amazon,AMAZON RETA* 0D0SY7K53   WWW.AMAZON.COWA,Shopping,-17.59,Posted,misc_expenses,miscellaneous
11/4/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,5508.45,Posted,misc_expenses,usaa_credit_card
11/4/24,Virginianaturalgasbill,VIRGINIANATURALGASBILL   866-383-1846 GA,Utilities,-38.37,Posted,fixed_expenses,housing_utilities
11/4/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-71.2,Posted,fixed_expenses,groceries
11/3/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-12.89,Posted,misc_expenses,restaraunts
11/3/24,Chewy,CHEWY.COM                800-672-4399 FL,Pharmacy,-78.59,Posted,fixed_expenses,pet
11/2/24,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-6.07,Posted,fixed_expenses,healthcare
11/1/24,Taste Bayville Far,TST*TASTE - BAYVILLE FAR 757-464-1566 VA,Restaurants,-27.85,Posted,misc_expenses,restaraunts
11/1/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-116.92,Posted,fixed_expenses,groceries
11/1/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-257.96,Posted,misc_expenses,miscellaneous
10/31/24,Cpoa Sbt 20,SQ *CPOA SBT 20          GULFPORT     MS,Gifts & Donations,-5.13,Posted,misc_expenses,restaraunts
10/30/24,Kroger Fuel,KROGER FUEL #3532        VIRGINIA BEACVA,Gas,-40.33,Posted,fixed_expenses,transportation
10/29/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-41.87,Posted,fixed_expenses,groceries
10/29/24,Vagaro,Vagaro_*Karina Michele   NORFOLK      VA,Business Services,-495,Posted,fixed_expenses,personal_care
10/28/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,fixed_expenses,subscriptions
10/28/24,Hulu,HLU*HULUPLUS             hulu.com/billCA,Television,-23.64,Posted,fixed_expenses,subscriptions
10/28/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-31.81,Posted,misc_expenses,restaraunts
10/28/24,7-Eleven,7 ELEVEN 33537           VIRGINIA BEACVA,Gas,-46.04,Posted,fixed_expenses,transportation
10/27/24,Eg Facepa,NWC EG                   HTTPSWWW.FACEPA,Doctor,-1,Posted,misc_expenses,healthcare
10/26/24,Iad Express,IAD IAD EXPRESS          DULLES       VA,Shopping,-6.96,Posted,misc_expenses,miscellaneous
10/26/24,Shorebreak Pizza Virginia Beac,Shorebreak Pizza         Virginia BeacVA,Food & Dining,-86.03,Posted,misc_expenses,restaraunts
10/26/24,Sam's Club,SAMSCLUB.COM             888-746-7726 AR,Shopping,-101.75,Posted,fixed_expenses,groceries
10/25/24,Starbucks,AAFES PNZ STARBUCKS      APO          XX,Coffee Shops,-5.35,Posted,misc_expenses,restaraunts
10/25/24,Manfreds Stuttgart,MANFREDS                 STUTTGART    DF,Shopping,-12.02,Posted,misc_expenses,restaraunts
10/25/24,Travel Value Stuttgart,TRAVEL VALUE T1          STUTTGART    DF,Travel,-14.02,Posted,misc_expenses,restaraunts
10/25/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-113.01,Posted,fixed_expenses,groceries
10/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,1.94,Posted,fixed_expenses,subscriptions
10/24/24,Illertal Ost Tankshop Dettingen an,Illertal Ost Tankshop    Dettingen an DF,Utilities,-1.08,Posted,misc_expenses,miscellaneous
10/24/24,Exchange,AAFES GARMISCH MAIN STOR APO          XX,Shopping,-4.25,Posted,misc_expenses,miscellaneous
10/24/24,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Category Pending,-13.21,Posted,misc_expenses,restaraunts
10/24/24,Popeyes,AAFES PANZER POPEYES     APO          XX,Fast Food,-14.25,Posted,misc_expenses,restaraunts
10/24/24,Exchange,AAFES PANZER MAIN STORE  APO          XX,Shopping,-18.98,Posted,misc_expenses,groceries
10/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-45.12,Posted,fixed_expenses,subscriptions
10/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-208.01,Posted,fixed_expenses,internet_cellular
10/23/24,Scope Arena F&b,SCOPE ARENA (F&B)        165-02396947 TX,Fast Food,-5,Posted,misc_expenses,restaraunts
10/23/24,Tida Thai Cuisine,TIDA THAI CUISINE        NORFOLK      VA,Restaurants,-13.26,Posted,misc_expenses,restaraunts
10/23/24,Kindle,Kindle Svcs*TW34N5DH3    888-802-3080 WA,Books,-14.99,Posted,misc_expenses,miscellaneous
10/23/24,Hofbraeustueberl Garmischgarmisch Partdf,Hofbraeustueberl GarmischGarmisch-PartDF,Restaurants,-31.44,Posted,misc_expenses,restaraunts
10/23/24,"Dayton's Coffee, Tea","SQ *DAYTON'S COFFEE, TEA gosq.com     PA",Coffee Shops,-39.86,Posted,misc_expenses,groceries
10/21/24,Allgaeuer Tor West Dietmannsrieddf,Allgaeuer Tor WEST       DietmannsriedDF,Utilities,-1.09,Posted,misc_expenses,miscellaneous
10/21/24,Allgaeuer Tor West Dietmannsrieddf,Allgaeuer Tor WEST       DietmannsriedDF,Groceries,-4.46,Posted,misc_expenses,miscellaneous
10/21/24,Exchange,AAFES SEHNE BAKERY       APO          XX,Shopping,-5.11,Posted,misc_expenses,groceries
10/21/24,Dunkin',AAFES-PANZ DUNKIN DONUTS APO          XX,Coffee Shops,-5.32,Posted,misc_expenses,restaraunts
10/21/24,Afrc Edelweiss Non Lodgi Apo,AFRC EDELWEISS NON LODGI APO          XX,Restaurants,-5.5,Posted,misc_expenses,restaraunts
10/21/24,Deutsche Kantine Stuttgart,Deutsche Kantine         Stuttgart    DF,Restaurants,-14.68,Posted,misc_expenses,restaraunts
10/21/24,Old Navy,OLD NAVY ON-LINE         800-6536289  OH,Clothing,-55.42,Posted,misc_expenses,clothing
10/21/24,Chewy,CHEWY.COM                800-672-4399 FL,Pet Food & Supplies,-56.68,Posted,fixed_expenses,pet
10/20/24,Kroger,KROGER #532 VIRGINIA BEAC VA      CREDIT,Groceries,14,Posted,fixed_expenses,groceries
10/20/24,Hausmann's Flughafen Frankfurt,Hausmann's Flughafen     Frankfurt    DF,Restaurants,-13.96,Posted,misc_expenses,restaraunts
10/20/24,Starbucks,AAFES PNZ STARBUCKS      APO          XX,Coffee Shops,-15.7,Posted,misc_expenses,restaraunts
10/20/24,Hausmann's Flughafen Frankfurt,Hausmann's Flughafen     Frankfurt    DF,Restaurants,-19.02,Posted,misc_expenses,restaraunts
10/19/24,Chick-fil-A,CHICK FIL A/PETE'S COFFE STERLING     VA,Fast Food,-7.37,Posted,misc_expenses,restaraunts
10/19/24,Potbelly,POTBELLY #384            DULLES       VA,Fast Food,-21.67,Posted,misc_expenses,restaraunts
10/18/24,Kroger Fuel,KROGER FUEL #3532        VIRGINIA BEACVA,Gas,-29.02,Posted,fixed_expenses,transportation
10/18/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-37.2,Posted,misc_expenses,restaraunts
10/18/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-141.95,Posted,fixed_expenses,groceries
10/17/24,Green Clean Auto Wash Virginia Beacva,GREEN CLEAN AUTO WASH-   VIRGINIA BEACVA,Service & Parts,-12,Posted,misc_expenses,transportation
10/17/24,Amazon Digital Services,AMAZON DIGI* YP5JD35N3   HTTPSWWW.LINKWA,Electronics & Software,-15.99,Posted,misc_expenses,entertainment
10/17/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-26.43,Posted,misc_expenses,restaraunts
10/17/24,Hairbyraquel,SQ *HAIRBYRAQUEL         Virginia BeacVA,Hair,-32,Posted,misc_expenses,personal_care
10/17/24,Cumberland Valley Counse,CUMBERLAND VALLEY COUNSE 7172431511   PA,Doctor,-38,Posted,misc_expenses,healthcare
10/16/24,Little Caesars,LITTLE CAESARS 0629 0003 VIRGINIA BEACVA,Fast Food,-21.16,Posted,misc_expenses,restaraunts
10/16/24,Verizon,VERIZON*RECURRING PAY    800-VERIZON  FL,Utilities,-100.59,Posted,fixed_expenses,internet_cellular
10/15/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-494.33,Posted,fixed_expenses,education
10/14/24,Virginia Zoo,VIRGINIA ZOO             NORFOLK      VA,Entertainment,-28.52,Posted,misc_expenses,entertainment
10/14/24,Taste Bayville Far,TST*TASTE - BAYVILLE FAR 757-464-1566 VA,Restaurants,-41.2,Posted,misc_expenses,restaraunts
10/14/24,Walmart,WALMART.COM 8009256278   800-966-6546 AR,Shopping,-41.24,Posted,fixed_expenses,groceries
10/13/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,33.3,Posted,misc_expenses,groceries
10/12/24,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,-12.71,Posted,misc_expenses,clothing
10/12/24,iHerb.com,IHERB IHERB.COM fe1R7    951-6163600  CA,Health & Fitness,-36.91,Posted,misc_expenses,personal_care
10/12/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-60.99,Posted,fixed_expenses,groceries
10/11/24,Global Independe Virginia Beacva,GLOBAL - 627 INDEPENDE   VIRGINIA BEACVA,Gas,-59.03,Posted,fixed_expenses,transportation
10/11/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-136.99,Posted,fixed_expenses,groceries
10/11/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-221.98,Posted,fixed_expenses,groceries
10/11/24,Hairbyraquel,SQ *HAIRBYRAQUEL         Virginia BeacVA,Hair,-323.75,Posted,misc_expenses,personal_care
10/10/24,Panda Express,SAN PANDAEXPRESS T2E 1365SAN DIEGO    CA,Fast Food,-12.62,Posted,misc_expenses,restaraunts
10/10/24,Peet's Coffee,SAN PEETS COFFEE T2E 4310SAN DIEGO    CA,Coffee Shops,-13.15,Posted,misc_expenses,restaraunts
10/10/24,Ehxkyokiv Nonstopeast Rutherfonj,AMZ*ehxkyokiv DFW NonstopEAST RUTHERFONJ,Groceries,-28.64,Posted,misc_expenses,groceries
10/10/24,Miguels Coronado,TST* MIGUELS CORONADO NEWCORONADO     CA,Restaurants,-34.26,Posted,misc_expenses,restaraunts
10/10/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-44.23,Posted,misc_expenses,restaraunts
10/8/24,365 Retail Markets,365 MARKET 888 432-3299  TROY         MI,Fast Food,-5,Posted,misc_expenses,miscellaneous
10/8/24,Navy Exchange,NAVY EXCHANGE 110111     SAN DIEGO    VA,Shopping,-15.07,Posted,misc_expenses,miscellaneous
10/8/24,Navy Exchange,NAVY EXCHANGE 110110     SAN DIEGO    VA,Shopping,-15.99,Posted,misc_expenses,miscellaneous
10/7/24,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-2.29,Posted,misc_expenses,miscellaneous
10/7/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-12.14,Posted,misc_expenses,restaraunts
10/7/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-22.18,Posted,misc_expenses,restaraunts
10/7/24,Oyster Bar,TST*TJ OYSTER BAR        Bonita       CA,Restaurants,-42.13,Posted,misc_expenses,restaraunts
10/6/24,Prime Video,Prime Video *8Q51I09Z3   888-802-3080 WA,Television,-3.99,Posted,misc_expenses,entertainment
10/6/24,Navy Exchange,NAVY EXCHANGE 110282     SAN DIEGO    VA,Shopping,-4.78,Posted,misc_expenses,miscellaneous
10/6/24,North Island Nas Comm Islca,NORTH ISLAND NAS COMM    NAS NORTH ISLCA,Groceries,-72.61,Posted,fixed_expenses,groceries
10/6/24,Karina Mich Le Permane,PP*Karina Mich?le Permane757-3038165  VA,Spa & Massage,-100,Posted,misc_expenses,personal_care
10/4/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-18,Posted,misc_expenses,miscellaneous
10/4/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-24.57,Posted,misc_expenses,restaraunts
10/4/24,Virginianaturalgasbill,VIRGINIANATURALGASBILL   866-383-1846 GA,Utilities,-35.4,Posted,fixed_expenses,housing_utilities
10/4/24,Spo Victoria'spizzeria Virginia Beacva,SPO*VICTORIA'SPIZZERIA   VIRGINIA BEACVA,Food & Dining,-81.26,Posted,misc_expenses,restaraunts
10/4/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-149.35,Posted,fixed_expenses,groceries
10/2/24,US Postal Service,USPS PO 5165270092       NORFOLK      VA,Shipping,-9.5,Posted,misc_expenses,miscellaneous
10/2/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-11.41,Posted,misc_expenses,restaraunts
10/2/24,Navy Exchange,NEX FUEL 050040          VIRGINIA BEACVA,Gas,-33.3,Posted,fixed_expenses,transportation
10/2/24,Plastic Surgery,SJ PLASTIC SURGERY       175-74965556 VA,Doctor,-262,Posted,misc_expenses,personal_care
10/1/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-40.88,Posted,fixed_expenses,groceries
9/29/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,4498.7,Posted,fixed_expenses,usaa_credit_card
9/29/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,fixed_expenses,subscriptions
9/29/24,9th St Garage Virginia Beacva,VA BEACH 9TH ST GARAGE   VIRGINIA BEACVA,Parking,-10,Posted,misc_expenses,transportation
9/29/24,Pirate Crafted Treasurmount,PP*PIRATE CRAFTED TREASURMOUNT HOLLY  NC,Shopping,-26.5,Posted,misc_expenses,miscellaneous
9/29/24,Popitos Pizza Pop-up Virginia Beacva,SQ *POPITOS PIZZA POP-UP Virginia BeacVA,Food & Dining,-33.24,Posted,misc_expenses,restaraunts
9/29/24,Y & S Hand Craft Corpvirginia Beacva,SQ *Y & S HAND CRAFT CORPVirginia BeacVA,Groceries,-53,Posted,misc_expenses,groceries
9/29/24,Spo Victoria'spizzeria Virginia Beacva,SPO*VICTORIA'SPIZZERIA   VIRGINIA BEACVA,Food & Dining,-74.22,Posted,misc_expenses,restaraunts
9/28/24,Hulu 877-8244858 CA      HULU.COM/BILLCA,Hulu 877-8244858 CA      HULU.COM/BILLCA,Category Pending,-20.41,Posted,fixed_expenses,subscriptions
9/27/24,KOHLS #0650              VIRGINIA BEACVA,KOHLS #0650              VIRGINIA BEACVA,Category Pending,-45.51,Posted,misc_expenses,clothing
9/27/24,KROGER #532              VIRGINIA BEACVA,KROGER #532              VIRGINIA BEACVA,Category Pending,-160.31,Posted,fixed_expenses,groceries
9/26/24,Kindle,Kindle Svcs*NO9SH9AV3    888-802-3080 WA,Books,-14.99,Posted,misc_expenses,miscellaneous
9/26/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-18.15,Posted,fixed_expenses,groceries
9/26/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-107.49,Posted,misc_expenses,miscellaneous
9/25/24,Nissan,HALL NISSAN VIRGINIA BEA VIRGINIA BCH VA,Auto & Transport,81.42,Posted,fixed_expenses,transportation
9/25/24,Kindle,Kindle Svcs*GI3L65VC3    888-802-3080 WA,Books,-14.99,Posted,misc_expenses,miscellaneous
9/25/24,Kindle,Kindle Svcs*JP3KW3TE3    888-802-3080 WA,Books,-14.99,Posted,misc_expenses,miscellaneous
9/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-12.88,Posted,misc_expenses,subscriptions
9/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-207.89,Posted,fixed_expenses,internet_cellular
9/22/24,TJ Maxx,TJMAXX #0226             VIRGINIA BEACVA,Clothing,34.97,Posted,misc_expenses,clothing
9/22/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,20.61,Posted,misc_expenses,groceries
9/22/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,misc_expenses,restaraunts
9/21/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-9.99,Posted,misc_expenses,miscellaneous
9/21/24,Taco Bell,TACO BELL 0015909        VIRGINIA BCH VA,Fast Food,-14.51,Posted,misc_expenses,restaraunts
9/21/24,Py Gourmet Gang,PY *GOURMET GANG         HENRICO      VA,Restaurants,-16.36,Posted,misc_expenses,restaraunts
9/21/24,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-20.77,Posted,misc_expenses,transportation
9/21/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-23.88,Posted,misc_expenses,restaraunts
9/21/24,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-25.67,Posted,fixed_expenses,transportation
9/21/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-29.53,Posted,misc_expenses,restaraunts
